no_of_adults,no_of_children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
1,0,Not Selected,0,Room_Type 1,6,2018,11,28,Online,49.59,0
2,1,Meal Plan 1,0,Room_Type 1,62,2018,11,16,Online,88.4,0
2,0,Meal Plan 1,0,Room_Type 1,131,2018,8,2,Online,105.3,1
3,0,Meal Plan 1,0,Room_Type 4,69,2018,9,8,Online,168.3,0
2,0,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Online,52,1
2,0,Meal Plan 1,0,Room_Type 1,168,2018,8,20,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,39,2018,12,18,Online,74.88,0
2,0,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,72.75,0
2,0,Meal Plan 1,0,Room_Type 1,73,2018,5,7,Online,126.9,1
1,0,Not Selected,0,Room_Type 1,32,2018,9,25,Online,99,0
1,0,Meal Plan 1,0,Room_Type 1,12,2018,12,14,Online,75.2,0
2,1,Meal Plan 1,0,Room_Type 1,150,2018,8,17,Online,135,0
2,0,Not Selected,0,Room_Type 1,31,2018,2,6,Online,50.6,0
2,0,Meal Plan 1,0,Room_Type 2,8,2018,3,11,Online,103,0
2,0,Meal Plan 1,0,Room_Type 1,135,2018,11,2,Online,90,1
2,0,Not Selected,0,Room_Type 1,277,2018,10,18,Online,82.17,0
2,0,Meal Plan 1,0,Room_Type 1,90,2017,10,25,Online,89.25,0
1,0,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 4,53,2017,11,14,Offline,60,0
2,0,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,100,0
2,0,Meal Plan 1,0,Room_Type 1,202,2018,6,20,Offline,80.24,0
2,0,Meal Plan 1,0,Room_Type 4,16,2017,10,1,Online,123.33,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,2,11,Corporate,50,0
2,0,Meal Plan 1,0,Room_Type 4,37,2018,5,27,Online,140.4,1
2,0,Meal Plan 1,0,Room_Type 1,10,2018,2,19,Offline,71.1,0
2,0,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,113.4,1
2,0,Meal Plan 1,1,Room_Type 4,38,2018,3,19,Online,104.4,0
2,0,Meal Plan 1,1,Room_Type 1,15,2017,9,9,Online,105,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,8,26,Online,143,0
2,0,Meal Plan 1,0,Room_Type 1,90,2018,4,13,Online,90.95,0
2,0,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,130,0
1,0,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,106.25,0
2,0,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Offline,85,0
2,0,Meal Plan 1,0,Room_Type 4,60,2018,9,3,Online,123.3,1
1,0,Meal Plan 1,0,Room_Type 1,23,2017,11,5,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,0,2018,8,1,Online,90,0
2,0,Not Selected,0,Room_Type 1,145,2018,6,27,Online,85.5,0
2,0,Meal Plan 1,0,Room_Type 1,54,2018,3,29,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,13,2018,8,6,Online,151,0
2,1,Not Selected,0,Room_Type 1,190,2018,8,25,Online,67.09,1
1,0,Not Selected,0,Room_Type 1,8,2018,9,3,Online,87.53,0
2,0,Meal Plan 1,0,Room_Type 1,65,2018,5,9,Online,119.85,0
2,0,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,80.75,0
2,0,Not Selected,0,Room_Type 1,4,2018,1,14,Online,69.5,0
2,0,Meal Plan 1,0,Room_Type 4,148,2018,8,21,Online,127.8,0
2,0,Meal Plan 1,0,Room_Type 1,104,2018,6,7,Online,87.67,0
1,0,Meal Plan 1,0,Room_Type 4,12,2018,6,29,Online,151,0
2,0,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,96.3,0
2,0,Meal Plan 1,0,Room_Type 1,2,2018,1,6,Corporate,75,0
2,0,Meal Plan 1,0,Room_Type 4,47,2018,10,16,Online,97.82,0
1,0,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Offline,55,0
2,0,Not Selected,0,Room_Type 1,172,2018,6,26,Online,85.5,1
2,0,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,107,0
1,0,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,77.5,0
2,0,Meal Plan 1,0,Room_Type 1,299,2018,9,17,Online,100.3,1
2,0,Meal Plan 1,0,Room_Type 1,11,2018,8,9,Online,151,1
1,0,Meal Plan 1,0,Room_Type 1,30,2017,9,6,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,2,2018,8,15,Online,169.33,0
2,0,Not Selected,0,Room_Type 1,47,2018,2,26,Online,72.5,0
2,0,Meal Plan 2,0,Room_Type 1,12,2017,10,4,Offline,129.8,0
2,0,Meal Plan 1,0,Room_Type 1,73,2018,5,12,Online,119.85,0
2,0,Meal Plan 1,0,Room_Type 4,50,2018,3,11,Online,82.45,1
2,0,Not Selected,0,Room_Type 1,20,2018,10,25,Online,110,0
2,0,Meal Plan 1,0,Room_Type 1,47,2018,3,29,Offline,75,0
2,2,Meal Plan 1,0,Room_Type 6,12,2018,10,29,Online,202.88,1
2,0,Meal Plan 1,0,Room_Type 1,87,2018,10,31,Online,69.53,0
2,0,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,85,0
2,0,Not Selected,0,Room_Type 1,15,2018,1,23,Online,76.5,0
1,0,Meal Plan 1,0,Room_Type 1,2,2018,9,21,Corporate,169,1
2,0,Meal Plan 1,0,Room_Type 1,11,2018,11,13,Online,65.29,0
2,0,Meal Plan 1,0,Room_Type 4,92,2017,7,15,Online,89.25,1
2,0,Not Selected,0,Room_Type 1,95,2018,5,21,Online,109.65,1
2,0,Meal Plan 1,0,Room_Type 1,0,2017,12,7,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,89,2018,4,10,Online,90.95,0
2,0,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,94.5,0
2,0,Meal Plan 1,0,Room_Type 1,4,2018,2,13,Online,91,0
3,0,Meal Plan 1,0,Room_Type 4,49,2018,7,17,Online,168.3,0
2,0,Meal Plan 1,0,Room_Type 1,25,2018,9,11,Online,88,0
2,0,Meal Plan 1,0,Room_Type 1,84,2017,10,16,Online,89.25,0
2,0,Meal Plan 1,0,Room_Type 4,3,2018,12,23,Online,93.63,0
2,0,Meal Plan 1,0,Room_Type 1,114,2018,8,6,Online,114.3,0
2,0,Meal Plan 1,0,Room_Type 1,52,2018,5,21,Online,126.9,0
2,0,Not Selected,0,Room_Type 1,29,2018,9,18,Online,122.55,1
1,0,Meal Plan 1,0,Room_Type 4,45,2018,4,10,Online,113.62,1
3,0,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,122,0
2,0,Not Selected,0,Room_Type 1,37,2018,12,10,Online,88,1
2,0,Meal Plan 1,0,Room_Type 1,70,2018,6,9,Online,126.9,0
2,0,Meal Plan 1,0,Room_Type 1,50,2018,8,16,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 1,166,2018,8,27,Online,96.3,1
2,0,Not Selected,0,Room_Type 1,182,2018,10,12,Online,98.1,1
2,0,Meal Plan 1,0,Room_Type 1,124,2018,4,29,Online,96.3,1
2,0,Meal Plan 1,0,Room_Type 1,164,2018,8,5,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,55,2018,11,25,Online,93.6,0
2,0,Not Selected,0,Room_Type 1,228,2018,8,27,Online,80.75,1
2,0,Meal Plan 1,0,Room_Type 1,8,2018,12,22,Online,87.98,0
1,0,Meal Plan 1,1,Room_Type 1,18,2018,12,11,Corporate,67,0
2,0,Not Selected,0,Room_Type 1,10,2018,12,1,Online,90.33,0
2,1,Meal Plan 1,1,Room_Type 1,118,2018,8,15,Online,139.5,0
2,1,Meal Plan 1,0,Room_Type 1,15,2018,3,4,Online,114,1
2,0,Not Selected,0,Room_Type 1,58,2018,10,19,Online,108,0
2,0,Meal Plan 1,0,Room_Type 4,44,2018,9,25,Online,149.4,0
2,0,Not Selected,0,Room_Type 1,9,2018,11,2,Online,113,0
2,0,Meal Plan 1,0,Room_Type 1,136,2018,5,6,Online,105.3,0
1,0,Meal Plan 1,0,Room_Type 1,83,2017,12,17,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,266,2018,12,26,Online,73.95,1
2,0,Meal Plan 1,0,Room_Type 1,15,2018,12,28,Online,117.3,0
2,0,Meal Plan 1,0,Room_Type 1,49,2018,6,3,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,3,2018,8,22,Corporate,100,0
1,0,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Online,90,1
2,0,Meal Plan 1,0,Room_Type 1,16,2018,12,6,Online,104,0
2,0,Meal Plan 1,0,Room_Type 1,32,2017,10,19,Online,96.3,0
1,0,Meal Plan 1,0,Room_Type 1,133,2018,6,9,Online,121.5,0
2,0,Not Selected,0,Room_Type 1,11,2018,11,16,Online,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,33,2018,10,9,Online,138,1
2,2,Meal Plan 1,0,Room_Type 6,110,2018,7,30,Online,168.1,0
2,0,Meal Plan 1,0,Room_Type 1,26,2018,3,7,Offline,87,0
2,0,Not Selected,0,Room_Type 2,117,2018,6,28,Online,97.75,0
2,0,Meal Plan 1,0,Room_Type 1,60,2018,6,21,Online,99.9,0
2,0,Meal Plan 1,0,Room_Type 2,195,2018,12,2,Online,71.22,1
2,0,Meal Plan 1,0,Room_Type 1,221,2017,8,11,Online,76.5,1
2,0,Meal Plan 1,0,Room_Type 4,130,2018,9,10,Offline,99.95,0
1,0,Meal Plan 1,0,Room_Type 1,19,2018,1,1,Online,107,0
2,0,Meal Plan 1,0,Room_Type 3,116,2018,6,11,Online,80.75,1
2,2,Meal Plan 1,0,Room_Type 6,2,2018,12,1,Online,148.2,0
2,0,Meal Plan 1,0,Room_Type 1,1,2018,3,16,Online,109,0
3,0,Meal Plan 1,0,Room_Type 4,1,2018,6,15,Online,177,0
2,0,Meal Plan 1,0,Room_Type 1,57,2018,11,15,Offline,75,0
2,0,Not Selected,0,Room_Type 1,3,2017,9,21,Online,133,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,7,20,Corporate,79,0
2,0,Not Selected,0,Room_Type 1,67,2018,11,11,Online,79.2,0
2,0,Not Selected,0,Room_Type 1,156,2018,8,11,Online,103.5,1
2,0,Meal Plan 1,0,Room_Type 1,208,2018,6,11,Offline,80.24,0
2,2,Meal Plan 1,0,Room_Type 6,196,2018,7,24,Online,158.95,1
2,0,Meal Plan 1,0,Room_Type 4,44,2018,10,18,Online,143.44,0
3,0,Meal Plan 1,0,Room_Type 4,110,2018,8,12,Online,159.3,1
1,0,Meal Plan 1,0,Room_Type 1,8,2018,3,8,Corporate,80,0
2,0,Meal Plan 1,0,Room_Type 1,24,2018,12,7,Online,106.33,0
2,0,Not Selected,0,Room_Type 1,113,2018,10,13,Online,108,1
2,0,Meal Plan 1,0,Room_Type 1,158,2018,7,3,Online,99.45,0
3,0,Meal Plan 1,0,Room_Type 4,137,2018,8,23,Online,133.2,1
2,0,Meal Plan 1,0,Room_Type 1,99,2017,8,21,Online,76.5,1
3,0,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,100,0
2,0,Meal Plan 1,0,Room_Type 1,12,2018,3,17,Offline,38.67,0
1,0,Meal Plan 1,0,Room_Type 1,30,2018,3,4,Online,77.5,0
2,1,Not Selected,0,Room_Type 1,4,2018,9,20,Offline,152.2,0
2,0,Meal Plan 1,0,Room_Type 4,72,2018,3,14,Online,104.4,0
2,0,Meal Plan 1,0,Room_Type 1,112,2017,8,17,Online,76.5,0
2,0,Meal Plan 1,0,Room_Type 1,103,2018,3,18,Online,78.3,0
2,0,Meal Plan 1,0,Room_Type 1,142,2017,8,13,Online,76.5,0
2,0,Meal Plan 1,0,Room_Type 4,93,2017,12,27,Offline,60,0
2,0,Meal Plan 1,0,Room_Type 1,69,2017,9,6,Offline,81.09,0
3,0,Meal Plan 1,0,Room_Type 4,203,2018,12,30,Online,120.7,0
1,0,Meal Plan 1,0,Room_Type 2,8,2018,3,11,Online,103,0
2,1,Meal Plan 1,0,Room_Type 1,51,2018,11,1,Online,129,0
2,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Online,118.15,1
0,2,Meal Plan 1,0,Room_Type 2,208,2018,10,23,Online,88.77,0
1,0,Meal Plan 1,0,Room_Type 1,20,2018,6,14,Online,93.17,0
2,0,Meal Plan 1,0,Room_Type 1,1,2018,4,27,Online,131,0
2,0,Not Selected,0,Room_Type 2,211,2018,5,31,Online,68.69,1
2,0,Not Selected,0,Room_Type 1,149,2018,6,26,Online,80.75,0
1,0,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,90.6,0
2,0,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,115.2,1
2,0,Not Selected,0,Room_Type 1,145,2018,10,8,Online,108,1
2,0,Meal Plan 1,0,Room_Type 4,181,2018,5,11,Online,117.73,1
2,0,Meal Plan 1,0,Room_Type 1,245,2018,10,13,Online,106.59,1
2,0,Meal Plan 1,0,Room_Type 1,33,2018,8,8,Online,135.9,1
2,0,Meal Plan 1,0,Room_Type 1,314,2018,10,12,Online,75,1
1,0,Meal Plan 1,0,Room_Type 1,2,2018,9,22,Online,194,0
2,0,Meal Plan 1,0,Room_Type 1,157,2018,7,11,Online,101.58,1
2,0,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,72.75,0
2,0,Meal Plan 1,0,Room_Type 1,140,2018,5,28,Online,75.44,0
1,0,Meal Plan 1,0,Room_Type 1,10,2018,10,10,Corporate,89,0
2,0,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,113.4,1
2,0,Meal Plan 1,0,Room_Type 1,125,2017,12,25,Online,72.25,0
2,0,Not Selected,0,Room_Type 1,15,2018,2,12,Online,79,1
2,0,Meal Plan 1,0,Room_Type 1,36,2018,10,25,Offline,85,0
3,0,Meal Plan 1,0,Room_Type 4,57,2018,5,22,Online,159.3,0
2,0,Meal Plan 1,0,Room_Type 2,3,2018,7,2,Complementary,0,0
2,1,Meal Plan 1,0,Room_Type 4,134,2018,8,19,Online,139.95,0
2,0,Meal Plan 1,0,Room_Type 2,107,2017,8,12,Online,76.5,0
1,0,Meal Plan 1,0,Room_Type 1,15,2018,3,12,Online,97,1
1,0,Meal Plan 1,0,Room_Type 4,8,2017,11,21,Offline,62.57,0
2,0,Meal Plan 1,0,Room_Type 1,80,2018,5,2,Online,126.9,0
2,0,Meal Plan 1,0,Room_Type 4,37,2017,10,22,Online,105.3,0
1,0,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,80,0
2,0,Meal Plan 2,0,Room_Type 4,49,2018,12,7,Online,94.51,0
2,0,Meal Plan 1,0,Room_Type 5,32,2018,9,13,Online,137.52,1
2,0,Meal Plan 1,0,Room_Type 4,57,2018,9,6,Online,124.2,1
2,0,Not Selected,1,Room_Type 1,35,2018,2,19,Online,82.35,0
3,0,Meal Plan 1,0,Room_Type 4,126,2018,5,4,Online,106.03,0
1,0,Meal Plan 1,0,Room_Type 1,119,2018,4,15,Online,90.9,1
1,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,73,0
1,0,Meal Plan 1,0,Room_Type 4,29,2018,10,28,Online,144,0
2,0,Meal Plan 1,0,Room_Type 1,52,2017,11,6,Online,79.2,0
2,0,Meal Plan 1,0,Room_Type 1,282,2018,12,29,Online,83.3,0
2,0,Not Selected,0,Room_Type 1,2,2018,6,12,Online,108.5,0
2,0,Meal Plan 1,0,Room_Type 4,4,2017,10,19,Offline,72.25,0
1,0,Meal Plan 1,1,Room_Type 1,0,2018,3,28,Corporate,88,0
2,0,Meal Plan 1,0,Room_Type 1,12,2017,9,5,Online,124,0
2,0,Not Selected,0,Room_Type 1,43,2018,6,9,Online,75.54,1
2,0,Meal Plan 1,0,Room_Type 2,33,2017,10,21,Offline,83.16,0
1,0,Not Selected,0,Room_Type 5,7,2018,5,18,Offline,169,0
1,1,Meal Plan 1,0,Room_Type 1,159,2018,8,5,Online,105.3,1
2,0,Not Selected,0,Room_Type 1,30,2018,5,24,Online,98.1,1
2,2,Meal Plan 1,0,Room_Type 6,5,2018,9,3,Online,209.7,0
2,0,Meal Plan 1,0,Room_Type 1,69,2017,11,15,Online,72.25,0
1,0,Meal Plan 1,0,Room_Type 1,237,2018,10,12,Online,107.53,1
2,2,Meal Plan 1,0,Room_Type 6,85,2018,7,18,Online,180.3,0
3,0,Meal Plan 1,0,Room_Type 4,255,2018,12,30,Online,123.75,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,3,5,Online,109,0
1,0,Not Selected,0,Room_Type 1,20,2018,2,14,Offline,58.4,0
2,0,Not Selected,0,Room_Type 1,85,2018,6,21,Online,116.1,0
2,0,Not Selected,0,Room_Type 1,0,2018,4,26,Online,119,0
2,0,Meal Plan 1,0,Room_Type 1,145,2017,8,9,Online,76.5,1
2,0,Meal Plan 1,0,Room_Type 1,285,2018,10,3,Online,100,1
2,0,Meal Plan 1,0,Room_Type 1,248,2018,10,13,Online,83.38,0
2,0,Meal Plan 1,0,Room_Type 1,144,2018,9,23,Online,129.6,0
2,0,Meal Plan 1,0,Room_Type 4,37,2018,3,24,Online,126.45,0
1,0,Meal Plan 1,0,Room_Type 1,8,2018,5,25,Online,89.25,0
1,0,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,51,0
3,0,Meal Plan 1,0,Room_Type 4,110,2018,7,7,Online,138.55,0
3,0,Meal Plan 1,0,Room_Type 4,91,2018,8,6,Online,152.1,0
2,0,Not Selected,0,Room_Type 1,173,2018,9,1,Online,84.43,0
2,0,Meal Plan 1,0,Room_Type 1,12,2018,11,10,Online,90.07,0
3,0,Meal Plan 1,0,Room_Type 4,38,2018,8,17,Online,168.3,0
2,0,Meal Plan 1,0,Room_Type 1,156,2018,8,2,Online,99.45,1
2,0,Not Selected,0,Room_Type 1,176,2017,8,25,Online,49.58,1
2,1,Meal Plan 1,0,Room_Type 1,52,2018,12,19,Online,105.4,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,9,15,Online,179,0
2,0,Meal Plan 1,0,Room_Type 4,68,2017,11,30,Offline,60,0
3,0,Meal Plan 1,0,Room_Type 4,0,2018,2,15,Online,127,0
2,0,Meal Plan 1,0,Room_Type 1,19,2018,12,6,Online,89.89,0
2,0,Not Selected,0,Room_Type 1,1,2018,4,6,Online,129,0
2,0,Meal Plan 1,0,Room_Type 1,36,2018,3,9,Online,63.06,1
1,0,Meal Plan 1,0,Room_Type 1,9,2018,10,20,Corporate,95,0
3,0,Meal Plan 1,0,Room_Type 1,38,2018,4,12,Online,139.95,0
2,0,Not Selected,0,Room_Type 1,172,2018,7,23,Online,89.25,1
2,0,Meal Plan 1,0,Room_Type 1,65,2018,10,16,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 4,3,2017,10,22,Offline,72.25,0
2,1,Meal Plan 1,0,Room_Type 1,208,2018,8,21,Online,112.5,1
3,0,Meal Plan 1,0,Room_Type 4,86,2018,8,7,Online,159.3,0
1,0,Meal Plan 2,0,Room_Type 1,40,2018,7,26,Offline,95,0
2,0,Not Selected,1,Room_Type 1,21,2018,9,11,Online,98,0
2,1,Meal Plan 2,0,Room_Type 1,179,2018,7,27,Online,155.25,1
2,0,Not Selected,0,Room_Type 1,0,2018,12,3,Online,114,0
1,0,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,65,1
1,0,Not Selected,0,Room_Type 1,2,2017,12,2,Online,75,0
2,0,Meal Plan 1,1,Room_Type 1,43,2017,12,26,Offline,64,0
2,0,Meal Plan 1,0,Room_Type 1,31,2018,10,2,Online,104.64,0
2,0,Meal Plan 1,0,Room_Type 1,174,2018,7,25,Online,112,1
2,0,Meal Plan 1,0,Room_Type 4,23,2018,12,8,Online,0,0
2,0,Meal Plan 1,0,Room_Type 2,44,2018,2,23,Online,75.43,1
2,0,Meal Plan 1,0,Room_Type 1,55,2017,12,28,Online,106,0
2,0,Meal Plan 1,0,Room_Type 4,86,2018,5,11,Online,102.1,0
2,0,Meal Plan 1,0,Room_Type 1,254,2018,10,25,Online,90.95,1
2,2,Meal Plan 1,0,Room_Type 6,73,2018,8,8,Online,207.9,1
2,0,Meal Plan 1,0,Room_Type 1,1,2018,9,29,Online,106.2,0
3,0,Not Selected,0,Room_Type 1,13,2018,8,21,Online,110.4,0
1,0,Meal Plan 1,1,Room_Type 1,4,2018,12,20,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 1,20,2018,10,4,Online,149,0
2,0,Meal Plan 2,0,Room_Type 4,121,2018,8,9,Online,162,1
3,0,Meal Plan 1,1,Room_Type 4,14,2018,3,24,Online,192.67,0
2,0,Meal Plan 1,0,Room_Type 1,6,2017,11,22,Online,111.67,0
2,0,Meal Plan 1,0,Room_Type 4,12,2018,9,9,Online,154,1
2,0,Not Selected,0,Room_Type 1,81,2018,4,10,Online,85.5,1
2,0,Meal Plan 1,0,Room_Type 1,72,2018,4,16,Online,105.3,1
2,0,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,105,0
2,0,Meal Plan 1,0,Room_Type 1,25,2018,10,18,Offline,85,0
2,0,Not Selected,0,Room_Type 1,17,2018,9,2,Online,118,0
2,0,Meal Plan 1,0,Room_Type 1,62,2018,3,19,Online,99,1
2,0,Meal Plan 1,0,Room_Type 1,58,2018,11,20,Offline,75,0
2,2,Meal Plan 1,0,Room_Type 6,1,2018,5,14,Online,221,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,4,17,Online,95.95,0
2,0,Meal Plan 1,0,Room_Type 4,105,2018,3,20,Online,88.12,0
2,0,Meal Plan 2,0,Room_Type 1,142,2018,5,29,Offline,110.75,0
2,0,Meal Plan 1,0,Room_Type 1,43,2018,8,7,Online,135.9,0
2,0,Not Selected,0,Room_Type 1,27,2018,6,12,Online,105.84,1
2,0,Meal Plan 1,0,Room_Type 1,65,2018,3,28,Online,82.45,0
2,0,Meal Plan 1,0,Room_Type 4,1,2018,4,16,Online,116,0
2,0,Meal Plan 1,0,Room_Type 4,25,2017,9,22,Online,107.03,0
2,0,Meal Plan 2,0,Room_Type 1,229,2018,11,13,Online,107.64,1
1,0,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,84,0
2,0,Not Selected,0,Room_Type 1,4,2018,5,23,Online,114.73,0
2,0,Meal Plan 1,0,Room_Type 1,2,2018,6,2,Online,12,0
2,0,Not Selected,0,Room_Type 1,7,2018,4,27,Online,121,0
2,0,Not Selected,0,Room_Type 1,1,2018,8,7,Online,98,0
3,0,Meal Plan 1,0,Room_Type 4,122,2018,5,12,Online,153,0
2,1,Meal Plan 1,0,Room_Type 1,10,2018,2,13,Online,83.55,0
2,0,Meal Plan 1,0,Room_Type 1,20,2018,9,25,Offline,85.5,0
1,0,Meal Plan 1,0,Room_Type 1,1,2017,9,29,Corporate,85,0
2,0,Not Selected,0,Room_Type 1,5,2018,9,8,Online,141.5,0
1,0,Not Selected,0,Room_Type 1,7,2017,12,23,Online,59.14,0
1,0,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Online,87,1
2,1,Meal Plan 1,0,Room_Type 1,191,2018,8,23,Online,130.5,1
2,0,Meal Plan 1,0,Room_Type 4,12,2018,12,30,Online,148,0
2,0,Meal Plan 1,0,Room_Type 1,181,2017,8,17,Online,76.5,0
3,0,Meal Plan 1,0,Room_Type 4,89,2018,12,22,Online,119,0
2,0,Meal Plan 1,0,Room_Type 1,69,2018,5,17,Online,126.9,0
2,0,Meal Plan 1,0,Room_Type 4,79,2018,4,4,Online,96.62,1
2,0,Not Selected,0,Room_Type 1,1,2018,4,16,Online,89,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,3,11,Corporate,84,0
2,0,Not Selected,0,Room_Type 1,102,2018,7,8,Online,99,0
2,0,Not Selected,0,Room_Type 1,0,2018,5,29,Online,99,0
1,0,Meal Plan 1,0,Room_Type 1,86,2018,11,30,Online,88.2,0
2,0,Meal Plan 1,0,Room_Type 2,151,2018,5,31,Online,95.82,1
1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,18,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,181,2018,10,28,Online,90.9,1
2,0,Meal Plan 1,0,Room_Type 1,227,2018,10,4,Online,102.85,1
2,1,Meal Plan 2,0,Room_Type 1,0,2018,8,24,Online,136.44,0
1,0,Meal Plan 1,0,Room_Type 1,84,2018,9,7,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,127,2018,7,25,Online,94.5,0
2,0,Meal Plan 1,0,Room_Type 1,42,2018,7,19,Offline,85,0
3,0,Meal Plan 1,0,Room_Type 4,26,2018,6,16,Online,177,0
1,0,Meal Plan 1,0,Room_Type 1,33,2018,3,8,Offline,62.2,0
1,0,Meal Plan 1,0,Room_Type 1,4,2018,10,24,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,1,2018,8,4,Online,118,0
2,1,Meal Plan 1,0,Room_Type 1,86,2018,11,30,Online,109.8,1
1,0,Meal Plan 1,0,Room_Type 6,3,2018,10,11,Online,240,1
2,0,Meal Plan 1,0,Room_Type 1,193,2018,8,18,Online,99.45,0
2,0,Meal Plan 1,0,Room_Type 4,149,2018,8,12,Online,120.7,0
2,0,Not Selected,0,Room_Type 1,45,2018,4,17,Online,90.88,0
2,0,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0
2,1,Meal Plan 1,0,Room_Type 1,18,2018,6,30,Online,169,0
0,2,Meal Plan 1,0,Room_Type 2,14,2018,8,13,Online,138.05,0
1,0,Meal Plan 1,0,Room_Type 1,28,2017,10,15,Online,82.65,0
2,0,Meal Plan 1,0,Room_Type 6,6,2018,6,7,Online,213,0
2,0,Meal Plan 1,0,Room_Type 1,100,2017,12,12,Online,72.25,0
2,0,Not Selected,0,Room_Type 1,38,2018,6,27,Offline,63.75,0
2,0,Meal Plan 1,0,Room_Type 1,21,2017,11,5,Online,76,0
2,0,Not Selected,0,Room_Type 1,40,2018,5,21,Online,89.4,1
2,0,Meal Plan 1,0,Room_Type 1,235,2018,9,28,Online,97.71,1
2,0,Meal Plan 1,0,Room_Type 1,4,2017,9,8,Online,124,0
3,1,Meal Plan 1,0,Room_Type 4,156,2018,8,28,Online,128.7,1
1,0,Meal Plan 1,0,Room_Type 1,58,2018,12,9,Online,95.4,0
1,0,Meal Plan 1,0,Room_Type 1,191,2018,6,23,Offline,95,0
1,0,Meal Plan 1,1,Room_Type 1,3,2018,11,28,Corporate,88,0
2,0,Not Selected,0,Room_Type 1,0,2018,8,23,Online,139,0
3,0,Meal Plan 2,0,Room_Type 1,28,2018,8,13,Offline,194.8,0
2,0,Meal Plan 1,0,Room_Type 1,49,2018,3,7,Online,78.3,1
2,0,Meal Plan 1,1,Room_Type 1,13,2017,10,28,Online,135,0
2,0,Meal Plan 2,0,Room_Type 1,46,2018,12,5,Offline,98,0
2,0,Meal Plan 1,0,Room_Type 4,26,2017,10,19,Offline,75,0
1,0,Not Selected,0,Room_Type 1,62,2018,5,19,Online,116.1,0
3,0,Meal Plan 1,0,Room_Type 4,117,2018,6,16,Online,150.45,1
2,0,Meal Plan 1,0,Room_Type 1,64,2017,11,20,Online,79.2,0
2,0,Not Selected,0,Room_Type 1,23,2018,9,12,Online,68.53,0
1,0,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,205,0
3,0,Meal Plan 1,0,Room_Type 4,86,2018,10,2,Online,151.2,0
